humidity is 58.799999 , stationId = 4
humidity is 65.900002 , stationId = 4
humidity is 64.699997 , stationId = 4
humidity is 66.599998 , stationId = 4
humidity is 64.099998 , stationId = 4
humidity is 64.599998 , stationId = 4
humidity is 66.800003 , stationId = 4
humidity is 65.400002 , stationId = 4
humidity is 63.799999 , stationId = 4
humidity is 64.300003 , stationId = 4
humidity is 65.099998 , stationId = 4
humidity is 66.000000 , stationId = 4
humidity is 65.099998 , stationId = 4
humidity is 66.400002 , stationId = 4
humidity is 64.400002 , stationId = 4
humidity is 66.099998 , stationId = 4
humidity is 65.000000 , stationId = 4
humidity is 66.000000 , stationId = 4
humidity is 64.199997 , stationId = 4
humidity is 66.000000 , stationId = 4
humidity is 66.099998 , stationId = 4
humidity is 65.500000 , stationId = 4
humidity is 64.699997 , stationId = 4
humidity is 65.400002 , stationId = 4
humidity is 65.300003 , stationId = 4
humidity is 63.900002 , stationId = 4
humidity is 66.099998 , stationId = 4
humidity is 65.400002 , stationId = 4
humidity is 64.199997 , stationId = 4
humidity is 64.099998 , stationId = 4
humidity is 65.500000 , stationId = 4
humidity is 63.900002 , stationId = 4
humidity is 64.900002 , stationId = 4
humidity is 64.699997 , stationId = 4
humidity is 65.500000 , stationId = 4
humidity is 65.599998 , stationId = 4
humidity is 64.900002 , stationId = 4
humidity is 63.599998 , stationId = 4
humidity is 64.099998 , stationId = 4
humidity is 64.099998 , stationId = 4
humidity is 66.000000 , stationId = 4
humidity is 66.000000 , stationId = 4
humidity is 65.199997 , stationId = 4
humidity is 65.800003 , stationId = 4
humidity is 65.500000 , stationId = 4
humidity is 66.000000 , stationId = 4
humidity is 63.900002 , stationId = 4
humidity is 63.900002 , stationId = 4
humidity is 64.400002 , stationId = 4
humidity is 64.199997 , stationId = 4
humidity is 63.000000 , stationId = 4
humidity is 65.599998 , stationId = 4
humidity is 63.700001 , stationId = 4
humidity is 64.300003 , stationId = 4
humidity is 63.200001 , stationId = 4
humidity is 62.799999 , stationId = 4
humidity is 63.099998 , stationId = 4
humidity is 63.400002 , stationId = 4
humidity is 64.800003 , stationId = 4
humidity is 65.199997 , stationId = 4
humidity is 64.000000 , stationId = 4
humidity is 64.900002 , stationId = 4
humidity is 64.199997 , stationId = 4
humidity is 64.500000 , stationId = 4
humidity is 65.000000 , stationId = 4
humidity is 65.099998 , stationId = 4
humidity is 63.900002 , stationId = 4
humidity is 64.199997 , stationId = 4
humidity is 64.000000 , stationId = 4
humidity is 64.900002 , stationId = 4
humidity is 62.599998 , stationId = 4
humidity is 65.599998 , stationId = 4
humidity is 62.900002 , stationId = 4
humidity is 62.599998 , stationId = 4
humidity is 65.400002 , stationId = 4
humidity is 64.300003 , stationId = 4
humidity is 63.200001 , stationId = 4
humidity is 65.300003 , stationId = 4
humidity is 63.099998 , stationId = 4
humidity is 62.700001 , stationId = 4
humidity is 63.299999 , stationId = 4
humidity is 62.799999 , stationId = 4
humidity is 62.599998 , stationId = 4
humidity is 62.299999 , stationId = 4
humidity is 63.000000 , stationId = 4
humidity is 62.599998 , stationId = 4
humidity is 63.799999 , stationId = 4
humidity is 65.199997 , stationId = 4
humidity is 63.700001 , stationId = 4
humidity is 62.900002 , stationId = 4
humidity is 64.900002 , stationId = 4
humidity is 64.800003 , stationId = 4
humidity is 64.400002 , stationId = 4
humidity is 62.400002 , stationId = 4
humidity is 62.799999 , stationId = 4
humidity is 64.599998 , stationId = 4
humidity is 64.900002 , stationId = 4
humidity is 62.799999 , stationId = 4
humidity is 64.900002 , stationId = 4
humidity is 63.700001 , stationId = 4
humidity is 64.099998 , stationId = 4
humidity is 62.900002 , stationId = 4
humidity is 62.200001 , stationId = 4
humidity is 63.000000 , stationId = 4
humidity is 62.400002 , stationId = 4
humidity is 64.800003 , stationId = 4
humidity is 63.299999 , stationId = 4
humidity is 62.000000 , stationId = 4
humidity is 63.700001 , stationId = 4
humidity is 62.400002 , stationId = 4
humidity is 62.500000 , stationId = 4
humidity is 62.500000 , stationId = 4
humidity is 62.299999 , stationId = 4
humidity is 63.099998 , stationId = 4
humidity is 64.400002 , stationId = 4
humidity is 63.500000 , stationId = 4
humidity is 62.400002 , stationId = 4
humidity is 64.300003 , stationId = 4
humidity is 63.000000 , stationId = 4
humidity is 61.799999 , stationId = 4
humidity is 61.700001 , stationId = 4
humidity is 62.500000 , stationId = 4
humidity is 62.599998 , stationId = 4
humidity is 62.700001 , stationId = 4
humidity is 64.300003 , stationId = 4
humidity is 61.900002 , stationId = 4
humidity is 63.200001 , stationId = 4
humidity is 64.000000 , stationId = 4
humidity is 61.599998 , stationId = 4
humidity is 62.099998 , stationId = 4
humidity is 63.799999 , stationId = 4
humidity is 64.300003 , stationId = 4
humidity is 61.599998 , stationId = 4
humidity is 63.799999 , stationId = 4
humidity is 62.900002 , stationId = 4
humidity is 62.200001 , stationId = 4
humidity is 61.700001 , stationId = 4
humidity is 62.700001 , stationId = 4
humidity is 63.900002 , stationId = 4
humidity is 61.799999 , stationId = 4
humidity is 63.099998 , stationId = 4
humidity is 61.599998 , stationId = 4
humidity is 61.299999 , stationId = 4
humidity is 63.400002 , stationId = 4
humidity is 61.299999 , stationId = 4
humidity is 64.099998 , stationId = 4
humidity is 61.700001 , stationId = 4
humidity is 62.799999 , stationId = 4
humidity is 61.700001 , stationId = 4
humidity is 61.099998 , stationId = 4
humidity is 62.500000 , stationId = 4
humidity is 61.400002 , stationId = 4
humidity is 63.299999 , stationId = 4
humidity is 63.500000 , stationId = 4
humidity is 62.700001 , stationId = 4
humidity is 62.299999 , stationId = 4
humidity is 62.000000 , stationId = 4
humidity is 63.400002 , stationId = 4
humidity is 62.099998 , stationId = 4
humidity is 60.900002 , stationId = 4
humidity is 63.500000 , stationId = 4
humidity is 61.200001 , stationId = 4
humidity is 62.200001 , stationId = 4
humidity is 61.799999 , stationId = 4
humidity is 61.500000 , stationId = 4
humidity is 62.700001 , stationId = 4
humidity is 61.700001 , stationId = 4
humidity is 60.700001 , stationId = 4
humidity is 62.200001 , stationId = 4
humidity is 61.900002 , stationId = 4
humidity is 62.799999 , stationId = 4
humidity is 62.500000 , stationId = 4
humidity is 61.200001 , stationId = 4
humidity is 60.799999 , stationId = 4
humidity is 63.599998 , stationId = 4
humidity is 61.000000 , stationId = 4
humidity is 62.200001 , stationId = 4
humidity is 61.099998 , stationId = 4
humidity is 62.799999 , stationId = 4
humidity is 61.900002 , stationId = 4
humidity is 62.099998 , stationId = 4
humidity is 62.500000 , stationId = 4
humidity is 62.500000 , stationId = 4
humidity is 62.799999 , stationId = 4
humidity is 61.799999 , stationId = 4
humidity is 61.599998 , stationId = 4
humidity is 60.700001 , stationId = 4
humidity is 60.700001 , stationId = 4
humidity is 62.900002 , stationId = 4
humidity is 62.900002 , stationId = 4
humidity is 61.700001 , stationId = 4
humidity is 61.000000 , stationId = 4
humidity is 61.099998 , stationId = 4
humidity is 60.299999 , stationId = 4
humidity is 62.500000 , stationId = 4
humidity is 63.099998 , stationId = 4
humidity is 61.599998 , stationId = 4
humidity is 62.799999 , stationId = 4
humidity is 61.900002 , stationId = 4
humidity is 60.400002 , stationId = 4
humidity is 60.700001 , stationId = 4
humidity is 62.099998 , stationId = 4
humidity is 62.099998 , stationId = 4
humidity is 62.000000 , stationId = 4
humidity is 61.599998 , stationId = 4
humidity is 60.099998 , stationId = 4
humidity is 60.799999 , stationId = 4
humidity is 62.099998 , stationId = 4
humidity is 62.599998 , stationId = 4
humidity is 61.400002 , stationId = 4
humidity is 61.299999 , stationId = 4
humidity is 61.299999 , stationId = 4
humidity is 62.200001 , stationId = 4
humidity is 60.299999 , stationId = 4
humidity is 60.700001 , stationId = 4
humidity is 61.400002 , stationId = 4
humidity is 62.500000 , stationId = 4
humidity is 61.900002 , stationId = 4
humidity is 62.299999 , stationId = 4
humidity is 61.000000 , stationId = 4
humidity is 59.700001 , stationId = 4
humidity is 60.400002 , stationId = 4
humidity is 61.400002 , stationId = 4
humidity is 60.599998 , stationId = 4
humidity is 62.099998 , stationId = 4
humidity is 61.099998 , stationId = 4
humidity is 60.299999 , stationId = 4
humidity is 62.000000 , stationId = 4
humidity is 60.700001 , stationId = 4
humidity is 61.099998 , stationId = 4
humidity is 59.500000 , stationId = 4
humidity is 61.500000 , stationId = 4
humidity is 61.500000 , stationId = 4
humidity is 60.799999 , stationId = 4
humidity is 60.900002 , stationId = 4
humidity is 61.900002 , stationId = 4
humidity is 60.799999 , stationId = 4
humidity is 59.799999 , stationId = 4
humidity is 59.400002 , stationId = 4
humidity is 59.400002 , stationId = 4
humidity is 59.400002 , stationId = 4
humidity is 61.200001 , stationId = 4
humidity is 61.799999 , stationId = 4
humidity is 61.799999 , stationId = 4
humidity is 61.000000 , stationId = 4
humidity is 59.299999 , stationId = 4
humidity is 61.200001 , stationId = 4
humidity is 61.500000 , stationId = 4
humidity is 61.299999 , stationId = 4
humidity is 60.900002 , stationId = 4
humidity is 59.299999 , stationId = 4
humidity is 59.200001 , stationId = 4
humidity is 59.299999 , stationId = 4
humidity is 60.000000 , stationId = 4
humidity is 60.799999 , stationId = 4
humidity is 61.299999 , stationId = 4
humidity is 61.299999 , stationId = 4
humidity is 60.000000 , stationId = 4
humidity is 59.900002 , stationId = 4
humidity is 61.000000 , stationId = 4
humidity is 59.200001 , stationId = 4
humidity is 60.299999 , stationId = 4
humidity is 59.500000 , stationId = 4
humidity is 60.599998 , stationId = 4
humidity is 59.200001 , stationId = 4
humidity is 59.700001 , stationId = 4
humidity is 61.299999 , stationId = 4
humidity is 61.299999 , stationId = 4
humidity is 61.500000 , stationId = 4
humidity is 60.799999 , stationId = 4
humidity is 59.099998 , stationId = 4
humidity is 59.299999 , stationId = 4
humidity is 60.700001 , stationId = 4
humidity is 58.900002 , stationId = 4
humidity is 59.900002 , stationId = 4
humidity is 58.700001 , stationId = 4
humidity is 59.900002 , stationId = 4
humidity is 60.000000 , stationId = 4
humidity is 60.099998 , stationId = 4
humidity is 60.099998 , stationId = 4
humidity is 60.500000 , stationId = 4
humidity is 60.200001 , stationId = 4
humidity is 59.000000 , stationId = 4
humidity is 59.900002 , stationId = 4
humidity is 59.799999 , stationId = 4
humidity is 61.200001 , stationId = 4
humidity is 58.599998 , stationId = 4
humidity is 58.599998 , stationId = 4
humidity is 60.900002 , stationId = 4
humidity is 58.900002 , stationId = 4
humidity is 60.599998 , stationId = 4
humidity is 60.299999 , stationId = 4
humidity is 59.700001 , stationId = 4
humidity is 60.000000 , stationId = 4
humidity is 61.299999 , stationId = 4
humidity is 60.099998 , stationId = 4
Average for station 0 for measurment 0: 8.532086
Average for station 0 for measurment 1: 43.270058
Average for station 1 for measurment 0: 8.088747
Average for station 1 for measurment 1: 42.299934
Average for station 2 for measurment 0: 9.201192
Average for station 2 for measurment 1: 45.533688
Average for station 3 for measurment 0: 8.839725
Average for station 3 for measurment 1: nan
Standard deviation for station 0 for measurment 0: 6.428594
Standard deviation for station 0 for measurment 1: 32.118515
Standard deviation for station 1 for measurment 0: 6.216582
Standard deviation for station 1 for measurment 1: 31.310402
Standard deviation for station 2 for measurment 0: 6.697880
Standard deviation for station 2 for measurment 1: 32.193264
Standard deviation for station 3 for measurment 0: 5.339888
Standard deviation for station 3 for measurment 1: nan
Transmission efficiency for station 0: 0.65 
Transmission efficiency for station 1: 0.65 
Transmission efficiency for station 2: 0.67 
Transmission efficiency for station 3: 0.74 
